Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR047190	Serine/arginine-rich splicing factor 4 (SRSF4)-like, RNA recognition motif 2	interpro	domain		cd12600	
IPR047193	FCA, RNA recognition motif 1	interpro	domain		cd12633	
IPR047204	RNase MRP protein 1, RNA binding domain	interpro	domain		PF20945,cd22573	GO:0042134,GO:0000172
IPR047226	RNA-binding protein MEX-3, second type I KH domain	interpro	domain		cd22424	GO:0003723
IPR047227	RNA-binding protein MEX3	interpro	family		PTHR23285	GO:0003723
IPR047228	RNA-binding protein MEX-3, first type I KH domain	interpro	domain		cd22423	GO:0003723
IPR047240	Pre-mRNA splicing factor component CDC5L/Cef1, second SANT/myb-like domain	interpro	domain		cd11659	
IPR047242	Pre-mRNA splicing factor component CDC5L/Cef1	interpro	family		PTHR45885	GO:0000398,GO:0000974
IPR047246	Threonine-tRNA ligase, class IIa, anticodon-binding domain	interpro	domain		cd00860	
IPR047261	rRNA methyltransferase 1, methyltransferase domain	interpro	domain		cd18105	
IPR047274	RNA-binding protein Nova-1/2, type I K Homology domain 3	interpro	domain		cd09031	
IPR047275	RNA-binding protein Nova-1/2, type I K Homology domain 1	interpro	domain		cd22435	
IPR047276	RNA-binding protein Nova-1/2, type I K Homology domain 2	interpro	domain		cd22436	
IPR047306	RNA-dependent RNA polymerase, matonavirus	interpro	domain		cd23260	
IPR047307	RNA-dependent RNA polymerase, hepevirus	interpro	domain		cd23259	
IPR047308	RNA-dependent RNA polymerase, closterovirus	interpro	domain		cd23253	
IPR047309	RNA-dependent RNA polymerase, bromovirus	interpro	domain		cd23252	GO:0039690
IPR047310	RNA-dependent RNA polymerase, virgavirus	interpro	domain		cd23251	
IPR047311	RNA-dependent RNA polymerase, togavirus	interpro	domain		cd23250	
IPR047385	Tudor domain-containing protein 10, RNA recognition motif	interpro	domain		cd21617	
IPR047420	RNA-binding protein FXR2, second Tudor-like Agenet domain	interpro	domain		cd20476	
IPR047421	RNA-binding protein FXR2, first Tudor-like Agenet domain	interpro	domain		cd20473	
IPR047422	RNA-binding protein FXR2, first type I K homology domain	interpro	domain		cd22505	
IPR047424	RNA-binding protein FXR2, second type I K homology domain	interpro	domain		cd22508	
IPR047425	RNA-binding protein FXR1, first Tudor-like Agenet domain	interpro	domain		cd20472	
IPR047427	RNA-binding protein FXR1, second Tudor-like Agenet domain	interpro	domain		cd20475	
IPR047494	RNA-binding protein FXR1, first type I K homology domain	interpro	domain		cd22504	
IPR047495	RNA-binding protein FXR1, second type I K homology domain	interpro	domain		cd22507	
IPR047496	RNA-binding protein FXR2, third type I K homology domain	interpro	domain		cd22510	
IPR047530	RNA-dependent RNA polymerase, flavivirus	interpro	domain		cd23204	GO:0003968
IPR047600	Internalin A	interpro	family		NF033189	
IPR047693	RNA-guided endonuclease IscB-like	interpro	family		NF040563	
IPR047785	tRNA mnm(5)s(2)U biosynthesis bifunctional protein MnmC, N-terminal	interpro	domain		NF033855	GO:0004808
IPR047837	Probable RNA-binding protein 46, RNA recognition motif 3	interpro	domain		cd12496	
IPR047911	tRNA methyltransferase 10 homolog B, TRM10-type domain	interpro	domain		cd18100	
IPR047942	Ribonucleoprotein PTB-binding 2, RNA recognition motif 3	interpro	domain		cd12668	
IPR047943	Ribonucleoprotein PTB-binding 2, RNA recognition motif 1	interpro	domain		cd12664	
IPR048006	RNA endonuclease, cap-snatching, bunyaviral	interpro	domain		TIGR04202	
IPR048019	Ribosomal RNA small subunit methyltransferase B-like, N-terminal domain	interpro	domain		cd00620	
IPR048044	Valine-tRNA ligase, actinomycetes	interpro	family		NF000540	
IPR048058	rRNA biogenesis protein RRP5, S1 domain, eleventh repeat	interpro	domain		cd05702	
IPR048059	rRNA biogenesis protein RRP5, S1 domain, first repeat	interpro	domain		cd05693	
IPR048151	Ribosomal RNA small subunit methyltransferase F	interpro	family		NF041567	
IPR048227	RNA polymerase recycling motor HelD-like, actinomycetes	interpro	family		NF041465	
IPR048228	RNA polymerase recycling motor HelD-like, bacillota	interpro	family		NF041464	
IPR048248	Eukaryotic translation initiation factor 2D-like, PUA RNA-binding domain	interpro	domain		cd21156	
IPR048269	Ribonuclease ribotoxin, alpha-sarcin type	interpro	family		PIRSF037430	
IPR048289	NsCP33-like, RNA recognition motif 2	interpro	domain		cd21608	
IPR048298	Influenza RNA polymerase PB2, CAP binding domain	interpro	domain		PF00604	
IPR048315	ZSWIM9, central RNaseH-like domain	interpro	domain		PF17738	
IPR048324	ZSWIM1/3, RNaseH-like domain	interpro	domain		PF21056	
IPR048365	Transposable element P transposase-like, RNase H domain, N-terminal	interpro	domain		PF21787	
IPR048367	Transposable element P transposase-like, RNase H, C-terminal domain	interpro	domain		PF21789	
IPR048392	Exosome RNA helicase MTR4-like, stalk	interpro	domain		PF21408	
IPR048410	RNA-binding, Nab2-type zinc finger	interpro	domain		PF21457	GO:0008270
IPR048425	mRNA capping enzyme catalytic subunit, GTase, NTPase domain	interpro	domain		PF21004	
IPR048426	mRNA-capping enzyme catalytic subunit, GTase, OB fold	interpro	domain		PF21005	
IPR048451	tRNA-modifying protein YgfZ-like, beta-barrel domain	interpro	domain		PF21130	
IPR048457	Ribosomal RNA small subunit methyltransferase F, pre-PUA domain	interpro	domain		PF21150	
IPR048547	RNA-directed RNA polymerase L, thumb ring domain, bunyaviral	interpro	domain		PF21561	
IPR048566	DNA-directed RNA polymerase subunit beta', hybrid domain	interpro	domain		PF21668	
IPR048579	Ribonuclease D, C-terminal HRDC domain	interpro	domain		PF21293	
IPR048583	RNase E/G, thioredoxin-like domain	interpro	domain		PF20833	
IPR048616	Mediator of RNA polymerase II transcription subunit 16 , central helical bridge	interpro	domain		PF20718	
IPR048637	Maternal embryonic leucine zipper kinase, UBA domain	interpro	domain		PF21594	
IPR048641	Dual-specificity RNA methyltransferase RlmN, N-terminal domain	interpro	domain		PF21016	
IPR048646	Ribosomal RNA large subunit methyltransferase M, THUMP-like domain	interpro	domain		PF21239	
IPR048647	23S rRNA (guanine(745)-N(1))-methyltransferase, N-terminal	interpro	domain		PF21302	
IPR048669	Histone-lysine N-methyltransferase SET1, RNA-binding domain	interpro	domain		PF21569	
IPR048690	CRISPR RNA silencing complex Cmr2 subunit, Zn-binding domain	interpro	domain		PF20823	
IPR048693	CRISPR RNA silencing complex Cmr2-like, C-terminal domain	interpro	domain		PF20824	
IPR048694	CRISPR RNA silencing complex Cmr2 subunit, first helical domain	interpro	domain		PF20822	
IPR048768	RNA helicase Hera-like, dimerization domain	interpro	domain		PF21591	
IPR048829	Pre-mRNA cleavage complex 2 protein Pcf11, RFEGP repeat	interpro	repeat		PF20844	
IPR048830	Pre-mRNA cleavage complex 2 protein Pcf11, helical domain	interpro	domain		PF20845	
IPR048835	Picobirnavirus capsid protein	interpro	family		PF20816	
IPR048845	tRNA (uracil(54)-C(5))/23S rRNA (uracil(747)-C(5))-methyltransferase, TRAM domain	interpro	domain		PF21579	
IPR048863	Pre-mRNA-splicing helicase BRR2-like, plug domain	interpro	domain		PF21188	
IPR048952	Asparagine--tRNA ligase, N-terminal domain	interpro	domain		PF20917	
IPR048966	RNA helicase aquarius, beta-barrel	interpro	domain		PF21143	
IPR048967	RNA helicase aquarius, insertion domain	interpro	domain		PF21144	
IPR049042	T4 RNA ligase 1, C-terminal domain	interpro	domain		PF20819	
IPR049106	Influenza RNA polymerase PB2, N-terminal region	interpro	domain		PF20947	
IPR049110	Influenza RNA polymerase PB2, second domain	interpro	domain		PF20948	
IPR049111	Influenza RNA polymerase PB2, middle domain	interpro	domain		PF20949	
IPR049114	Influenza RNA polymerase PB2, sixth domain	interpro	domain		PF20951	
IPR049115	Influenza RNA polymerase PB2, C-terminal domain	interpro	domain		PF20952	
IPR049178	Picobirnavirus capsid protein superfamily	interpro	homologous_superfamily		G3DSA:1.20.140.120	
IPR049191	Transcriptional regulator SutA, RNAP-binding domain	interpro	domain		PF20661	GO:0005515
IPR049312	tRNA uridine 5-carboxymethylaminomethyl modification enzyme, C-terminal, N-terninal subdomain	interpro	domain		PF21680	
IPR049355	Methionyl-tRNA formyltransferase-like, C-terminal domain	interpro	domain		PF21553	
IPR049404	Enhancer of mRNA-decapping protein 4, C-terminal	interpro	domain		PF21289	
IPR049432	Virion DNA-directed RNA polymerase domain	interpro	domain		PF21769	
IPR049433	Virion DNA-directed RNA polymerase, plug insertion domain	interpro	domain		PF21624	
IPR049437	tRNA synthetases class I (E and Q), anti-codon binding domain	interpro	domain		PF20974	
IPR049470	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61, C-terminal	interpro	domain		PF08704	
IPR049545	Glutamyl-tRNA amidotransferase complex subunit Gta3 domain	interpro	domain		PF20978	
IPR049605	RNA-directed RNA polymerase L, OTU domain	interpro	domain		cd21880	
IPR049616	Phenylalanyl--tRNA ligase operon leader peptide PheM	interpro	family		NF033686	
IPR049786	RNA-binding protein rnc1, third type I K homology RNA-binding domain	interpro	domain		cd22457	
IPR049940	Glutamyl-Q tRNA(Asp) synthetase/Glutamate--tRNA ligase	interpro	family		PTHR43311	
IPR050058	Alanine--tRNA ligase	interpro	family		PTHR11777	
IPR050062	Proline-tRNA synthetase	interpro	family		PTHR42753	
IPR050076	Archaeosine Synthase Type 1/Queuine TRNA-Ribosyltransferase	interpro	family		PTHR46499	
IPR050079	DEAD box RNA helicase	interpro	family		PTHR47959	
IPR050080	Ribonuclease PH	interpro	family		PTHR11953	
IPR050081	Isoleucine--tRNA ligase	interpro	family		PTHR42765	
IPR050082	Ribosomal RNA large subunit methyltransferase RlmE	interpro	family		PTHR10920	
IPR050092	Ribonuclease H	interpro	family		PTHR10642	
IPR050102	tRNA sulfurtransferase, ThiI	interpro	family		PTHR43209	
IPR050124	tRNA CCA-adding enzyme	interpro	family		PTHR47545	
IPR050132	Glutamine/Glutamate--tRNA Ligase	interpro	family		PTHR43097	
IPR050170	tRNA pseudouridine synthase D	interpro	family		PTHR47811	
IPR050203	Tryptophan--tRNA ligase	interpro	family		PTHR43766	
IPR050210	tRNA (adenine-N(6)-)-methyltransferase	interpro	family		PTHR47739	
IPR050239	Sigma-70 factor family, RNA polymerase initiation factors	interpro	family		PTHR30603	
IPR050241	NAD-capped RNA hydrolase NudC subfamily	interpro	family		PTHR42904	
IPR050254	DNA-directed RNA polymerase, subunit beta'', eukaryote	interpro	family		PTHR34995	
IPR050343	Ribosomal RNA Pseudouridine Synthase RsuA	interpro	family		PTHR47683	
IPR050410	CCR4/nocturin mRNA turnover and transcription	interpro	family		PTHR12121	
IPR050441	RNA-binding motif	interpro	family		PTHR48034	
IPR050489	Tyrosine--tRNA ligase	interpro	family		PTHR46264	
IPR050502	Eukaryotic RNA-binding	interpro	family		PTHR48025	
IPR050518	Archaeal Rpo3/Eukaryotic RPB3 RNA Polymerase Subunit	interpro	family		PTHR11800	
IPR050547	DEAD box ATP-dependent RNA helicases	interpro	family		PTHR47963	
IPR050556	Type II toxin-antitoxin system RNase	interpro	family		PTHR33653	
IPR050698	RNA Processing Metallo-Beta-Lactamase Domain-Containing Protein	interpro	family		PTHR11203	
IPR050699	RNA/DNA Helicase	interpro	family		PTHR12131	
IPR050781	Pre-mRNA-splicing factor CWC22	interpro	family		PTHR18034	
IPR050786	EFG1 rRNA-processing	interpro	family		PTHR33911	
IPR050825	RNA-binding protein 42/Polyadenylate-binding protein RBP45/47-like	interpro	family		PTHR47640	GO:0003729
IPR050836	SDS22/Internalin LRR-containing	interpro	family		PTHR46652	
IPR050851	mRNA Cap 2'-O-Ribose Methyltransferase	interpro	family		PTHR16121	
IPR050852	Queuine tRNA-ribosyltransferase	interpro	family		PTHR46064	
IPR050886	RNA-binding_regulatory_proteins	interpro	family		PTHR48024	
IPR050897	SMAUG/VTS1 RNA-binding	interpro	family		PTHR12515	
IPR050923	Cellular Process Regulator and RNA Processing Protein	interpro	family		PTHR23308	
IPR051029	mRNA Capping Enzyme and RNA Phosphatase	interpro	family		PTHR10367	
IPR051037	RNA Polymerase II Transcription Factor IWS1	interpro	family		PTHR46010	
IPR051086	Ribonuclease D-like	interpro	family		PTHR47649	
IPR051101	ZC3H12/N4BP1 Ribonuclease and Regulator	interpro	family		PTHR12876	
IPR051106	RNA-binding and splicing regulatory protein	interpro	family		PTHR48028	
IPR051112	Pre-mRNA-splicing factor CWC26	interpro	family		PTHR31809	
IPR051114	Mitochondrial RNA Processing CCM1	interpro	family		PTHR47934	
IPR051150	SWT21/TCAB1 mRNA Splicing and Telomere Maintenance	interpro	family		PTHR13211	
IPR051187	Pre-mRNA 3'-end-processing regulator	interpro	family		PTHR13484	
IPR051222	Pentatricopeptide/CCM1 RNA-binding	interpro	family		PTHR47942	
IPR051229	ALYREF mRNA export adapter	interpro	family		PTHR19965	
IPR051240	Mitochondrial RNA Processing and Respiration	interpro	family		PTHR47933	
IPR051259	Ribosomal RNA Methyltransferase	interpro	family		PTHR43191	
IPR051270	Tyrosine-tRNA ligase and regulatory protein	interpro	family		PTHR11586	
IPR051305	tRNA-specific 2-thiouridylase MnmA	interpro	family		PTHR43052	
IPR051335	Alanyl-tRNA Editing Enzymes	interpro	family		PTHR43462	
IPR051367	mRNA Translation Regulation/Replication-dependent Histone mRNA Translation	interpro	family		PTHR23254	
IPR051372	Pre-mRNA-splicing factor CWC21	interpro	family		PTHR36562	
IPR051373	Lin-28 homolog RNA-binding protein	interpro	family		PTHR46109	
IPR051376	Pre-mRNA-splicing factor CWC25	interpro	family		PTHR16196	
IPR051399	RNA-guided DNA endonucleases/Transposases	interpro	family		PTHR30405	
IPR051421	RNA Processing and DNA Damage Response Regulator	interpro	family		PTHR12786	
IPR051422	AlkB Family tRNA Methyltransferase/Dioxygenase	interpro	family		PTHR13069	
IPR051454	RNA and ubiquinone modification enzymes	interpro	family		PTHR30217	
IPR051521	tRNA Modification and Golgi Maintenance Protein	interpro	family		PTHR15627	
IPR051591	UPF0224 (FAM112) RNA Processing	interpro	family		PTHR21402	
IPR051619	Type II TA system ribonuclease PINc/VapC	interpro	family		PTHR35901	
IPR051639	Box C/D snoRNA	interpro	family		PTHR13483	
IPR051720	rRNA N6-Adenosine-Methyltransferase/Polyamine Synthase	interpro	family		PTHR23290	
IPR051740	Double-stranded RNA-binding domain-containing protein	interpro	family		PTHR46054	
IPR051749	PINc/VapC Toxin-Antitoxin RNase	interpro	family		PTHR42740	
IPR051813	HepT RNase Toxin	interpro	family		PTHR34139	
IPR051847	RNA Processing and Spliceosome Component	interpro	family		PTHR45880	
IPR051925	RNA-binding domain-containing protein	interpro	family		PTHR40065	
IPR051945	RRM MRD1 RNA Processing and Ribosome Biogenesis	interpro	family		PTHR48039	
IPR051954	tRNA (32-2'-O)-methyltransferase regulator THADA	interpro	family		PTHR14387	
IPR051966	RNA polymerase II-associated protein 3	interpro	family		PTHR46423	
IPR051973	tRNA Anticodon Loop Methyltransferase Regulator	interpro	family		PTHR14344	
IPR052069	Calcium-regulated mRNA-binding domain-containing protein	interpro	family		PTHR12962	
IPR052087	Ribosomal RNA-processing protein RRP12	interpro	family		PTHR48287	
IPR052094	Pre-mRNA-splicing and ERAD-associated protein	interpro	family		PTHR44313	
IPR052144	piRNA biogenesis EXD1-related protein	interpro	family		PTHR46628	
IPR052158	Isonitrile Hydratase and Quaternary Amine Regulator	interpro	family		PTHR43130	
IPR052191	tRNA nucleotidyltransferase/poly(A) polymerase I	interpro	family		PTHR43051	
IPR052255	RNA polymerase II subunit 5-mediating protein	interpro	family		PTHR15111	
IPR052322	Mitochondrial rRNA Methyltransferase NSUN4	interpro	family		PTHR46955	
IPR052340	Ribonuclease Y/Cyclic di-GMP phosphodiesterase	interpro	family		PTHR33525	
IPR052379	Type VII TA system RNase	interpro	family		PTHR33397	
IPR052390	tRNA Nucleotidyltransferase/Poly(A) Polymerase	interpro	family		PTHR47788	
IPR052414	U3 small nucleolar RNA-associated WD repeat-containing protein	interpro	family		PTHR44267	
IPR052431	SKI2 subfamily ATP-dependent RNA helicases	interpro	family		PTHR44533	
IPR052462	SRA stem-loop-interacting RNA-binding protein/Glycine-rich RNA-binding-like	interpro	family		PTHR48027	
IPR052500	Chloroplastic/Mitochondrial RNA Processing	interpro	family		PTHR47539	
IPR052560	RNA-directed DNA polymerase, mobile element	interpro	family		PTHR36688	
IPR052571	Mitochondrial RNA Methyltransferase	interpro	family		PTHR13184	
IPR052582	tRNA-dihydrouridine synthase-like	interpro	family		PTHR45936	
IPR052584	Pre-mRNA Spliceosomal U2 snRNP Complex Component	interpro	family		PTHR12785	
IPR052648	L-seryl-tRNA(Sec) kinase	interpro	family		PTHR20873	
IPR052768	Pre-mRNA_splicing_regulatory_protein	interpro	family		PTHR18806	
IPR052824	N6-methyladenosine RNA Methylation Regulator	interpro	family		PTHR13585	
IPR052840	U7 snRNA-associated Sm-like	interpro	family		PTHR21196	
IPR052863	Ribonuclease H2 subunit C	interpro	family		PTHR47063	
IPR052886	Linker Cell Survival and Transcription Coactivator/Chloroplast RNA Splicing Factor	interpro	family		PTHR23261	
IPR052915	RNA-splicing ligase RtcB-like	interpro	family		PTHR43749	
IPR052919	Type II TA system ribonuclease	interpro	family		PTHR36173	
IPR052929	RNase H-like EbsB-related	interpro	family		PTHR47074	
IPR052939	23S rRNA Guanine-N(1)-Methyltransferase RlmA	interpro	family		PTHR43460	
IPR053029	RNA polymerase I-specific initiation factor	interpro	family		PTHR28244	
IPR053125	RNA-binding mRNA stabilization regulator	interpro	family		PTHR37035	
IPR053134	RNA-directed DNA polymerase homolog	interpro	family		PTHR24559	
IPR053151	Ribonuclease H-like	interpro	family		PTHR47723	
IPR053194	tRNA methyltransferase O	interpro	family		PTHR39418	
IPR053263	Eukaryotic RPA34 RNA polymerase subunit	interpro	family		PTHR28155	
IPR053294	RNA-binding PWI domain-containing protein	interpro	family		PTHR47334	
IPR053304	RNA M5U Methyltransferase	interpro	family		PTHR47548	
IPR053343	Photosystem II mRNA-binding protein	interpro	family		PTHR47940	
IPR053424	Alanyl-tRNA Editing Domain-Containing Protein	interpro	family		NF040865	
IPR053434	tRNA(Ile2) 2-agmatinylcytidine synthetase	interpro	family		NF040849	
IPR053454	tRNA-splicing ligase RtcB	interpro	family		NF038162	
IPR053470	RNA-guided DNA endonuclease domain-containing protein	interpro	family		NF038280	
IPR053477	tRNA Cytidine Acetyltransferase	interpro	family		NF041296	
IPR053485	tRNA guanine-N2-methyltransferase	interpro	family		NF040721	
IPR053522	RNA-guided DNA endonuclease TnpB-like	interpro	family		NF038281	
IPR053576	Ribonuclease HI-like	interpro	family		NF041175	
IPR053618	tRNA N1-methyltransferase	interpro	family		NF041140	
IPR053623	tRNA (adenine(9)-N1)-methyltransferase	interpro	family		NF041071	
IPR053630	tRNA Cytosine-C(5)-Methyltransferase	interpro	family		NF040814	
IPR053643	23S rRNA methylase regulatory peptide	interpro	family		NF033690	
IPR053648	tRNA Cytidine-2'-O-Methyltransferase	interpro	family		NF041077	
IPR053735	Type III TA system endoribonuclease	interpro	homologous_superfamily		G3DSA:3.10.129.130	
IPR053753	Ribonuclease N1/T1-like	interpro	homologous_superfamily		G3DSA:3.40.20.20	
IPR053794	A-adding tRNA nucleotidyltransferase	interpro	family		NF041569	GO:0000049,GO:0008033
IPR053796	tRNA (guanine(6)-N2)-methyltransferase-like	interpro	family		NF040850	GO:0003723,GO:0008168,GO:0008033
IPR053805	Bacteriophage N4 RNA polymerase, helical domain	interpro	domain		PF21894	
IPR053812	RNA polymerase sigma-70 ECF-like, HTH domain	interpro	domain		PF07638	
IPR053846	Histidyl-tRNA synthetase HisZ, C-terminal domain	interpro	domain		PF21996	GO:0004821,GO:0006427
IPR053943	Ribosomal RNA large subunit methyltransferase K/L-like, conserved site	interpro	conserved_site		PS01261	
IPR054002	RNA-directed RNA polymerase, C-terminal	interpro	domain		PF22213	
IPR054006	RNA-directed RNA polymerase, N-terminal	interpro	domain		PF22209	
IPR054062	Virion DNA-directed RNA polymerase domain 2	interpro	domain		PF21867	
IPR054128	Pfc11, Rna14/15 interacting domain	interpro	domain		PF21940	
IPR054133	T-cell receptor gamma alternate reading frame protein	interpro	family		PF21951	
IPR054175	NS3 RNA helicase, C-terminal helical domain	interpro	domain		PF22027	
IPR054360	Internalin K, domain D2	interpro	domain		PF22122	
IPR054362	Exuperantia RNAse H-like domain	interpro	domain		PF22123	
IPR054371	Exosome RNA binding protein RRP4, N-terminal domain	interpro	domain		PF22625	
IPR054377	tRNA(Ile)-lysidine synthase-like, C-terminal domain	interpro	domain		PF22132	
IPR054403	RNA-dependent RNA polymerase, palm domain, ribovirus	interpro	domain		PF22152	
IPR054433	RNA-dependent RNA polymerase, thumb domain, ribovirus	interpro	domain		PF22260	
IPR054509	Leucine--tRNA ligase, ubiquitin-like domain	interpro	domain		PF22947	
IPR054511	RNAP inhibitory protein/P131-like	interpro	family		PF22238	
IPR054525	DEAD box helicase Hera, RNA-binding domain	interpro	domain		PF22231	
IPR054585	External alternative NADH-ubiquinone oxidoreductase-like, C-terminal domain	interpro	domain		PF22366	
IPR054608	Tyrosine--tRNA ligase SYY-like, C-terminal domain	interpro	domain		PF22421	
IPR054708	Poly(A) RNA polymerase, mitochondrial-like, central palm domain	interpro	domain		PF22600	
IPR054717	Internalin J, immunoglobulin-like domain	interpro	domain		PF22508	
IPR054728	Ribosomal RNA small subunit methyltransferase B-like, ferredoxin-like domain	interpro	domain		PF22458	
IPR054754	U8 snoRNA-decapping enzyme NudT16	interpro	family		PF22327,PTHR31699	
IPR054762	Terminase, large subunit, ribonuclease H-like domain	interpro	domain		PF22530	
IPR054769	Internalin J, EF-hand domain	interpro	domain		PF22350	
IPR054913	MurNAc-alpha-1P uridylyltransferase	interpro	family		NF045697	
IPR055044	Dicer, dsRNA-binding domain	interpro	domain		PF22389	
IPR055072	Ferlin, dsRNA-binding domain-like domain	interpro	domain		PF22901	
IPR055107	Mediator of RNA polymerase II transcription subunit 14, RM8	interpro	domain		PF22983	
IPR055113	Mediator of RNA polymerase II transcription subunit 14, RM2	interpro	domain		PF22981	
IPR055114	Mediator of RNA polymerase II transcription subunit 14, RM6	interpro	domain		PF22984	
IPR055124	ATP-dependent RNA helicase DDX60, PIN-like domain	interpro	domain		PF23002	
IPR055132	Ribonuclease J, beta-CASP domain	interpro	domain		PF22505	
IPR055144	tRNA-intron endonuclease SEN2-like, N-terminal domain	interpro	domain		PF22502	
IPR055206	ATP-dependent RNA helicase SUPV3L1-like, DEXQ-box helicase domain	interpro	domain		PF22527	
IPR055207	DNA-directed RNA polymerase III subunit RPC3, winged-helix domain	interpro	domain		PF22536	
