IPR011035	Large ribosomal subunit protein bL25/Gln-tRNA synthetase, anti-codon-binding domain superfamily  Biological Process	interpro	homologous_superfamily		SSF50715	GO:0006412
IPR011113	Rho termination factor, RNA-binding domain  Biological Process	interpro	domain		cd04459,PS51856,PF07497	GO:0003723,GO:0006353
IPR011145	Scavenger mRNA decapping enzyme, N-terminal  Biological Process	interpro	homologous_superfamily		SSF102860,G3DSA:3.30.200.40	GO:0016787,GO:0000290
IPR011260	RNA polymerase, alpha subunit, C-terminal  Biological Process	interpro	domain		PF03118	GO:0003677,GO:0003899,GO:0006351
IPR011262	DNA-directed RNA polymerase, insert domain  Biological Process	interpro	domain		PF01000	GO:0003899,GO:0046983,GO:0006351
IPR011263	DNA-directed RNA polymerase, RpoA/D/Rpb3-type  Biological Process	interpro	domain		PF01193,SM00662	GO:0003899,GO:0006351
IPR011425	Mediator of RNA polymerase II transcription subunit 9  Biological Process	interpro	family		PF07544	GO:0003712,GO:0006357,GO:0016592
IPR011530	Ribosomal RNA adenine dimethylase  Biological Process	interpro	family		MF_00607,TIGR00755	GO:0000179,GO:0006364
IPR011773	DNA-directed RNA polymerase, alpha subunit  Biological Process	interpro	family		MF_00059,TIGR02027	GO:0003677,GO:0003899,GO:0006351
IPR011804	Ribonuclease II  Biological Process	interpro	family		MF_01036,TIGR02062	GO:0003723,GO:0008859,GO:0006401
IPR011825	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC  Biological Process	interpro	family		MF_01012,TIGR02085	GO:0016436,GO:0016070
IPR011869	tRNA/tmRNA (uracil-C(5))-methyltransferase, TrmA  Biological Process	interpro	family		PTHR47790,MF_01011,TIGR02143	GO:0030697,GO:0006396
IPR011878	Glutamyl-tRNA(Gln) amidotransferase subunit D  Biological Process	interpro	family		cd08962,PIRSF500175,MF_00586,TIGR02153	GO:0006450
IPR011907	Ribonuclease III  Biological Process	interpro	family		MF_00104,TIGR02191	GO:0003723,GO:0004525,GO:0006364
IPR012006	tRNA nucleotidyltransferase, proteobacteria  Biological Process	interpro	family		MF_01261,MF_01262,PIRSF000813	GO:0003723,GO:0004810,GO:0005524,GO:0001680
IPR012089	tRNA-cytidine(32) 2-sulfurtransferase  Biological Process	interpro	family		MF_01850	GO:0008033
IPR012094	tRNA(Ile)-lysidine synthase  Biological Process	interpro	family		PTHR43033,MF_01161	GO:0000166,GO:0005524,GO:0016879,GO:0008033
IPR012164	DNA-directed RNA polymerase subunit/transcription factor S  Biological Process	interpro	family		PIRSF005586,PTHR11239	GO:0003899,GO:0006351
IPR012387	tRNA ligase Trl1, fungi  Biological Process	interpro	family		PIRSF019634	GO:0003972,GO:0005524,GO:0008081,GO:0051730,GO:0006388
IPR012459	Ribosomal RNA-processing protein 15  Biological Process	interpro	family		PTHR13245,PF07890	GO:0006364
IPR012476	mRNA export factor GLE1-like  Biological Process	interpro	family		PTHR12960,PF07817	GO:0016973,GO:0005643
IPR012607	Ribosome hibernation factor SRA  Biological Process	interpro	family		PF08136	GO:0006412
IPR012739	Pyrrolysyl-tRNA ligase  Biological Process	interpro	family		MF_01573	GO:0004812,GO:0005524,GO:0006418,GO:0005737
IPR012754	DNA-directed RNA polymerase, subunit beta-prime, bacterial type  Biological Process	interpro	family		MF_01322,TIGR02386	GO:0003677,GO:0003899,GO:0006351
IPR012755	DNA-directed RNA polymerase, subunit gamma  Biological Process	interpro	family		TIGR02387	GO:0003677,GO:0003899,GO:0006351
IPR012756	DNA-directed RNA polymerase, subunit beta''  Biological Process	interpro	family		MF_01324,TIGR02388	GO:0003677,GO:0003899,GO:0006351
IPR012757	DNA-directed RNA polymerase subunit Rpo1C  Biological Process	interpro	family		cd06528,MF_00411,TIGR02389	GO:0003677,GO:0003899,GO:0006351
IPR012758	DNA-directed RNA polymerase subunit Rpo1N  Biological Process	interpro	family		cd02582,MF_00863,TIGR02390	GO:0003677,GO:0003899,GO:0008270,GO:0006351
IPR012759	RNA polymerase sigma factor RpoH, proteobacteria  Biological Process	interpro	family		MF_00961,TIGR02392	GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR012760	RNA polymerase sigma factor RpoD, C-terminal  Biological Process	interpro	domain		TIGR02393	GO:0003677,GO:0016987,GO:0006352,GO:0006355
IPR012761	RNA polymerase sigma factor RpoS  Biological Process	interpro	family		MF_00959,TIGR02394	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR012795	tRNA(Ile)-lysidine synthase, N-terminal  Biological Process	interpro	domain		cd01992,TIGR02432	GO:0000166,GO:0005524,GO:0016879,GO:0008033
IPR012796	Lysidine-tRNA(Ile) synthetase, C-terminal  Biological Process	interpro	domain		PF11734,SM00977,TIGR02433	GO:0000166,GO:0005524,GO:0016879,GO:0008033,GO:0005737
IPR012845	RNA polymerase sigma factor, FliA/WhiG  Biological Process	interpro	family		TIGR02479	GO:0003677,GO:0003899,GO:0016987,GO:0006352,GO:0006355
IPR012915	Reovirus RNA-dependent RNA polymerase lambda 3  Biological Process	interpro	family		PF07925	GO:0003723,GO:0003968,GO:0032774,GO:0019013
IPR012920	Ribosomal RNA methyltransferase, SPB1-like, C-terminal  Biological Process	interpro	domain		PF07780	GO:0008168,GO:0006364,GO:0005634
IPR012947	Threonyl/alanyl tRNA synthetase, SAD  Biological Process	interpro	domain		SM00863,PF07973	GO:0004812,GO:0005524,GO:0043039
IPR013155	Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding  Biological Process	interpro	domain		PF08264	GO:0004812,GO:0006418
IPR013240	DNA-directed RNA polymerase I, subunit RPA34  Biological Process	interpro	family		PTHR15484,PF08208	GO:0006360
IPR013241	RNase P, subunit Pop3  Biological Process	interpro	family		PTHR28272,PF08228	GO:0006364,GO:0008033
IPR013249	RNA polymerase sigma factor 70, region 4 type 2  Biological Process	interpro	domain		PF08281	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR013268	U3 small nucleolar RNA-associated protein 16  Biological Process	interpro	family		PF08297	GO:0030515,GO:0006364
IPR013325	RNA polymerase sigma factor, region 2  Biological Process	interpro	homologous_superfamily		SSF88946	GO:0003700,GO:0006352,GO:0006355
IPR013699	Signal recognition particle, SRP72 subunit, RNA-binding  Biological Process	interpro	domain		PF08492	GO:0008312,GO:0006614,GO:0048500
IPR013893	Ribonuclease P protein subunit Rpp40  Biological Process	interpro	family		PTHR15396,PF08584	GO:0001682,GO:0030677
IPR013924	Ribonuclease H2, subunit C  Biological Process	interpro	family		cd09271,PF08615	GO:0006401,GO:0032299
IPR013934	U3 small nucleolar RNA-associated protein 13, C-terminal  Biological Process	interpro	domain		PF08625	GO:0006364,GO:0032040
IPR013949	U3 small nucleolar RNA-associated protein 6  Biological Process	interpro	family		PF08640,PTHR23271	GO:0030515,GO:0000462
IPR014023	Mononegavirales RNA-directed RNA polymerase catalytic domain  Biological Process	interpro	domain		PS50526,PF00946	GO:0003968,GO:0004482,GO:0005524,GO:0006370
IPR014200	RNA polymerase sigma-E type  Biological Process	interpro	family		TIGR02835	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR014209	RNA polymerase sigma-K type  Biological Process	interpro	family		TIGR02846	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR014212	RNA polymerase sigma-G type  Biological Process	interpro	family		TIGR02850	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR014218	RNA polymerase sigma-H type  Biological Process	interpro	family		TIGR02859	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR014236	RNA polymerase sigma-F type  Biological Process	interpro	family		TIGR02885	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR014284	RNA polymerase sigma-70-like domain  Biological Process	interpro	domain		TIGR02937	GO:0003700,GO:0006352,GO:0006355
IPR014286	RNA polymerase sigma-70 RpoE type  Biological Process	interpro	family		TIGR02939	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR014293	RNA polymerase sigma-70, actinobacteria  Biological Process	interpro	family		TIGR02947	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR014296	RNA polymerase sigma-M, bacillaceae  Biological Process	interpro	family		TIGR02950	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR014322	RNA polymerase sigma-B/F/G type  Biological Process	interpro	family		TIGR02980	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR014383	RNA-directed RNA polymerase, phytoreovirus  Biological Process	interpro	family		PIRSF000822	GO:0019079
IPR014385	RNA-directed RNA polymerase, phlebovirus  Biological Process	interpro	family		PIRSF000826	GO:0001882,GO:0003968,GO:0019079
IPR014758	Methionyl-tRNA synthetase  Biological Process	interpro	family		TIGR00398	GO:0000166,GO:0004825,GO:0005524,GO:0006431
IPR014780	tRNA pseudouridine synthase II, TruB  Biological Process	interpro	family		cd02573,MF_01080,TIGR00431,PTHR13767	GO:0003723,GO:0009982,GO:0001522,GO:0009451
IPR014789	Poly(A)-specific ribonuclease, RNA-binding  Biological Process	interpro	domain		PF08675	GO:0003723,GO:0004535,GO:0046872,GO:0006402,GO:0005634,GO:0005737
IPR014816	tRNA (1-methyladenosine) methyltransferase catalytic subunit Gcd14  Biological Process	interpro	family		PTHR12133,PS51620,PIRSF017269	GO:0160107,GO:0030488,GO:0031515
IPR015225	tRNA pseudouridine synthase II, TruB, subfamily 2, C-terminal  Biological Process	interpro	domain		PF09142	GO:0003723,GO:0009982,GO:0001522,GO:0009451
IPR015240	tRNA pseudouridine synthase II, TruB, subfamily 1, C-terminal  Biological Process	interpro	domain		PF09157	GO:0003723,GO:0009982,GO:0001522,GO:0009451
IPR015245	Nuclear RNA export factor Tap, RNA-binding domain  Biological Process	interpro	domain		PF09162	GO:0003723,GO:0006406,GO:0005737
IPR015257	Repressor of RNA polymerase III transcription Maf1  Biological Process	interpro	family		PIRSF037240,PF09174,PTHR22504	GO:0016480
IPR015262	tRNA(Ile)-lysidine synthase, substrate-binding domain  Biological Process	interpro	domain		PF09179	GO:0000166,GO:0005524,GO:0016879,GO:0008033,GO:0005737
IPR015264	Prolyl-tRNA synthetase, class II, C-terminal, archaeal-type  Biological Process	interpro	domain		PF09181	GO:0000166,GO:0004827,GO:0005524,GO:0006433,GO:0005737
IPR015273	Cysteinyl-tRNA synthetase, class Ia, DALR  Biological Process	interpro	domain		SM00840,PF09190	GO:0000166,GO:0004817,GO:0005524,GO:0006423,GO:0005737
IPR015413	Methionyl/Leucyl tRNA synthetase  Biological Process	interpro	domain		PF09334	GO:0000166,GO:0004812,GO:0005524,GO:0006418
IPR015507	Ribosomal RNA large subunit methyltransferase E  Biological Process	interpro	family		MF_01547,PIRSF005461	GO:0008168,GO:0001510
IPR015712	DNA-directed RNA polymerase, subunit 2  Biological Process	interpro	family		cd00653,PTHR20856	GO:0003899,GO:0032549,GO:0006351
IPR015803	Cysteine-tRNA ligase  Biological Process	interpro	family		MF_00041,TIGR00435	GO:0004817,GO:0005524,GO:0006423
IPR015807	Histidine-tRNA ligase  Biological Process	interpro	family		MF_00127,TIGR00442	GO:0004821,GO:0005524,GO:0006427
IPR015848	Polyribonucleotide nucleotidyltransferase, RNA-binding domain  Biological Process	interpro	domain		PF03726	GO:0003723,GO:0006396
IPR015895	Glutamyl-tRNA reductase, N-terminal  Biological Process	interpro	domain		PF05201	GO:0008883,GO:0050661,GO:0033014
IPR015896	Tetrapyrrole biosynthesis, glutamyl-tRNA reductase, dimerisation domain  Biological Process	interpro	domain		PF00745	GO:0008883,GO:0050661,GO:0033014
IPR015944	Glycine-tRNA ligase, beta subunit  Biological Process	interpro	family		MF_00255,TIGR00211,PF02092,PR01045	GO:0000166,GO:0004820,GO:0005524,GO:0006426,GO:0005737
IPR015965	tRNA ligase, phosphodiesterase  Biological Process	interpro	domain		PF08302	GO:0003972,GO:0005524,GO:0006388
IPR015966	tRNA ligase, kinase domain, fungi  Biological Process	interpro	domain		PF08303	GO:0003972,GO:0005524,GO:0006388
IPR016061	Proline-tRNA ligase, class II, C-terminal  Biological Process	interpro	domain		SM00946,PF09180	GO:0000166,GO:0004827,GO:0005524,GO:0006433,GO:0005737
IPR016075	RNA polymerase, phosphoprotein P, C-terminal XD, paramyxovirinae  Biological Process	interpro	homologous_superfamily		SSF101089	GO:0003723,GO:0003968,GO:0006351,GO:0019079
IPR016268	RNA-directed RNA polymerase, hantavirus  Biological Process	interpro	family		PIRSF000825	GO:0003968,GO:0019079
IPR016269	RNA-directed RNA polymerase, paramyxovirus  Biological Process	interpro	family		PIRSF000830	GO:0016740,GO:0006139
IPR016371	RNA polymerase sigma-H factor  Biological Process	interpro	family		PIRSF002939	GO:0003677,GO:0016987,GO:0006351
IPR016406	Cystovirus, RNA-directed RNA polymerase  Biological Process	interpro	family		PIRSF004131	GO:0039694
IPR016424	Cytochrome B pre-mRNA-processing protein 2  Biological Process	interpro	family		PIRSF004611	GO:0003723,GO:0000372,GO:0005739
IPR016438	ATP-dependent RNA helicase SKI2-like  Biological Process	interpro	family		PIRSF005198	GO:0003723,GO:0003724,GO:0006401
IPR016443	RNA 3'-terminal phosphate cyclase type 2  Biological Process	interpro	family		cd00875,TIGR03400	GO:0042254,GO:0005730
IPR016530	Mediator of RNA polymerase II transcription subunit 22, Saccharomycetes  Biological Process	interpro	family		PIRSF007936	GO:0003712,GO:0006357,GO:0016592
IPR016531	RNA polymerase I-specific transcription initiation factor Rrn6  Biological Process	interpro	family		PIRSF007939	GO:0006361,GO:0070860
IPR016532	Mediator of RNA polymerase II transcription subunit 20  Biological Process	interpro	family		PIRSF007945	GO:0003712,GO:0006357,GO:0016592
IPR016589	tRNA-splicing endonuclease, SEN2 subunit  Biological Process	interpro	family		PIRSF011789	GO:0000213,GO:0006388,GO:0000214
IPR016629	TATA box-binding protein-associated factor RNA polymerase I subunit A, chordata  Biological Process	interpro	family		PIRSF015161	GO:0006360,GO:0000120
IPR016654	U6 snRNA-associated Sm-like protein LSm2  Biological Process	interpro	family		cd01725,PIRSF016394,PTHR13829	GO:0006397
IPR016685	RNA-induced silencing complex, nuclease component Tudor-SN  Biological Process	interpro	family		PIRSF017179	GO:0031047,GO:0031332
IPR016690	tRNA-splicing endonuclease, SEN34 subunit  Biological Process	interpro	family		PIRSF017250	GO:0000213,GO:0000379,GO:0000214
IPR016742	tRNA methyltransferase, archaea  Biological Process	interpro	family		PIRSF018978	GO:0008175,GO:0030488
IPR016819	Ribonuclease P/MRP protein subunit Pop5  Biological Process	interpro	family		PIRSF023803	GO:0033204,GO:0001682
IPR016848	Ribonuclease P/MRP subunit Rpp29  Biological Process	interpro	family		PIRSF027081,PTHR13348	GO:0033204,GO:0001682,GO:0006396,GO:0000172,GO:0030677
IPR016899	mRNA cap guanine-N7 methyltransferase, eukaryotes  Biological Process	interpro	family		PIRSF028762	GO:0004482,GO:0006370
IPR016909	Ribosomal RNA large subunit methyltransferase F  Biological Process	interpro	family		MF_01848,PIRSF029038	GO:0008988,GO:0006364,GO:0005737
IPR016914	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmL  Biological Process	interpro	family		cd18094,MF_01885,PIRSF029256,PTHR42971	GO:0008168,GO:0001510
IPR017074	mRNA capping enzyme, bifunctional  Biological Process	interpro	family		PIRSF036958	GO:0004484,GO:0140818,GO:0006370
IPR017075	mRNA capping enzyme, alpha subunit  Biological Process	interpro	family		PIRSF036959	GO:0004484,GO:0006370,GO:0031533
IPR017137	Arginine-tRNA-protein transferase 1, eukaryotic  Biological Process	interpro	family		PIRSF037207	GO:0004057,GO:0016598
IPR017173	Nuclear mRNA export protein Sac3  Biological Process	interpro	family		PIRSF037320	GO:0006406,GO:0070390
IPR017234	RNA-directed RNA polymerase, rhabdovirus  Biological Process	interpro	family		PIRSF037546	GO:0016740,GO:0006139
IPR017235	RNA-directed RNA polymerase L, filovirus  Biological Process	interpro	family		PIRSF037548	GO:0016740,GO:0006139
IPR017237	rRNA (guanine-N2-)-methyltransferase, RlmG  Biological Process	interpro	family		MF_01859,PIRSF037565	GO:0008990,GO:0031167,GO:0005737
IPR017244	Ribosomal RNA large subunit methyltransferase K/L  Biological Process	interpro	family		MF_01858,PIRSF037618	GO:0008990,GO:0031167,GO:0005737
IPR017265	rRNA-processing protein Fyv7, fungi  Biological Process	interpro	family		PIRSF037708	GO:0006364,GO:0005730
IPR017325	RNA binding protein fox-1 homolog 1-3  Biological Process	interpro	family		PIRSF037932	GO:0003723,GO:0043484
IPR017423	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6  Biological Process	interpro	family		PF04189,PTHR12945,PIRSF038170	GO:0030488,GO:0031515
IPR017449	Prolyl-tRNA synthetase, class II  Biological Process	interpro	homologous_superfamily		G3DSA:3.30.110.30,SSF64586	GO:0000166,GO:0004827,GO:0005524,GO:0006433,GO:0005737
IPR017582	tRNA 2-selenouridine synthase  Biological Process	interpro	family		PTHR30401,MF_01622,TIGR03167	GO:0043828,GO:0002098
IPR017710	Alternate ATP synthase, F1 complex, subunit alpha  Biological Process	interpro	family		TIGR03324	GO:0046933,GO:0015986,GO:0045261
IPR017770	RNA 3'-terminal phosphate cyclase type 1  Biological Process	interpro	family		MF_00200,TIGR03399	GO:0003963,GO:0006396
IPR018033	D-aminoacyl-tRNA deacylase, archaea  Biological Process	interpro	family		MF_00562,PIRSF016210	GO:0016788,GO:0051499,GO:0019478
IPR018149	Lysyl-tRNA synthetase, class II, C-terminal  Biological Process	interpro	domain		cd00775,PR00982	GO:0000166,GO:0004824,GO:0005524,GO:0006430,GO:0005737
IPR018162	Alanine-tRNA ligase, class IIc, anti-codon-binding domain superfamily  Biological Process	interpro	homologous_superfamily		SSF101353	GO:0000166,GO:0004813,GO:0005524,GO:0006419,GO:0005737
IPR018164	Alanyl-tRNA synthetase, class IIc, N-terminal  Biological Process	interpro	domain		PF01411	GO:0000166,GO:0004813,GO:0005524,GO:0006419
IPR018165	Alanyl-tRNA synthetase, class IIc, core domain  Biological Process	interpro	domain		PS50860	GO:0003676,GO:0004813,GO:0005524,GO:0006419
IPR018517	tRNA-dihydrouridine synthase, conserved site  Biological Process	interpro	conserved_site		PS01136	GO:0017150,GO:0050660,GO:0008033
IPR018669	Toxin-antitoxin system, mRNA interferase HigB  Biological Process	interpro	family		PF09907	GO:0003723,GO:0004519,GO:0090304,GO:0110001
IPR018983	U3 small nucleolar RNA-associated protein 15, C-terminal  Biological Process	interpro	domain		PF09384	GO:0006364,GO:0005730
IPR018995	RNA synthesis protein NSP10, coronavirus  Biological Process	interpro	domain		PS51952,PF09401	GO:0003723,GO:0008270,GO:0019079
